pollster,start_date,end_date,sample_size,population,cycle,office_type,election_date,DEM,GOP
Rasmussen Reports/Pulse Opinion Research,2014-08-05,2014-08-11,3500,LV,2014,House,2014-11-04,39,39
Rasmussen Reports/Pulse Opinion Research,2014-07-29,2014-08-04,3500,LV,2014,House,2014-11-04,38,41
Quinnipiac University,2014-07-28,2014-07-31,1468,RV,2014,House,2014-11-04,40,36
Rasmussen Reports/Pulse Opinion Research,2014-07-22,2014-07-28,3500,LV,2014,House,2014-11-04,39,38
Rasmussen Reports/Pulse Opinion Research,2014-07-15,2014-07-21,3500,LV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-07-08,2014-07-14,3500,LV,2014,House,2014-11-04,38,39
Quinnipiac University,2014-06-28,2014-07-08,2014,RV,2014,House,2014-11-04,39,34
Rasmussen Reports/Pulse Opinion Research,2014-07-01,2014-07-07,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-06-24,2014-06-30,3500,LV,2014,House,2014-11-04,38,39
Rasmussen Reports/Pulse Opinion Research,2014-06-17,2014-06-23,3500,LV,2014,House,2014-11-04,40,39
Rasmussen Reports/Pulse Opinion Research,2014-06-10,2014-06-16,3500,LV,2014,House,2014-11-04,39,39
Public Policy Polling,2014-06-11,2014-06-13,603,RV,2014,House,2014-11-04,47,40
Rasmussen Reports/Pulse Opinion Research,2014-06-03,2014-06-09,3500,LV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-05-27,2014-06-02,3500,LV,2014,House,2014-11-04,40,40
Quinnipiac University,2014-05-22,2014-05-28,1419,RV,2014,House,2014-11-04,38,38
Rasmussen Reports/Pulse Opinion Research,2014-05-20,2014-05-26,3500,LV,2014,House,2014-11-04,41,39
Rasmussen Reports/Pulse Opinion Research,2014-05-13,2014-05-19,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-05-06,2014-05-11,3500,LV,2014,House,2014-11-04,40,38
Public Policy Polling,2014-05-06,2014-05-09,1099,RV,2014,House,2014-11-04,45,43
Rasmussen Reports/Pulse Opinion Research,2014-04-29,2014-05-05,3500,LV,2014,House,2014-11-04,40,38
Quinnipiac University,2014-04-25,2014-04-29,1471,RV,2014,House,2014-11-04,41,37
Rasmussen Reports/Pulse Opinion Research,2014-04-22,2014-04-28,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-04-15,2014-04-21,3500,LV,2014,House,2014-11-04,41,39
Rasmussen Reports/Pulse Opinion Research,2014-04-08,2014-04-14,3500,LV,2014,House,2014-11-04,42,38
Rasmussen Reports/Pulse Opinion Research,2014-04-01,2014-04-07,3500,LV,2014,House,2014-11-04,41,38
Quinnipiac University,2014-03-26,2014-04-01,1711,RV,2014,House,2014-11-04,43,35
Rasmussen Reports/Pulse Opinion Research,2014-03-25,2014-03-31,3500,LV,2014,House,2014-11-04,44,37
Rasmussen Reports/Pulse Opinion Research,2014-03-18,2014-03-24,3500,LV,2014,House,2014-11-04,43,38
Rasmussen Reports/Pulse Opinion Research,2014-03-11,2014-03-17,3500,LV,2014,House,2014-11-04,43,38
Rasmussen Reports/Pulse Opinion Research,2014-03-04,2014-03-10,3500,LV,2014,House,2014-11-04,43,40
Rasmussen Reports/Pulse Opinion Research,2014-02-25,2014-03-03,3500,LV,2014,House,2014-11-04,43,40
Rasmussen Reports/Pulse Opinion Research,2014-02-18,2014-02-24,3500,LV,2014,House,2014-11-04,43,38
Rasmussen Reports/Pulse Opinion Research,2014-02-11,2014-02-17,3500,LV,2014,House,2014-11-04,43,37
Rasmussen Reports/Pulse Opinion Research,2014-02-04,2014-02-10,3500,LV,2014,House,2014-11-04,42,39
Rasmussen Reports/Pulse Opinion Research,2014-01-28,2014-02-03,3000,LV,2014,House,2014-11-04,44,38
Rasmussen Reports/Pulse Opinion Research,2014-01-21,2014-01-27,3000,LV,2014,House,2014-11-04,45,37
Rasmussen Reports/Pulse Opinion Research,2014-01-14,2014-01-20,3000,LV,2014,House,2014-11-04,44,39
Rasmussen Reports/Pulse Opinion Research,2014-01-07,2014-01-13,3000,LV,2014,House,2014-11-04,43,37
Rasmussen Reports/Pulse Opinion Research,2014-01-02,2014-01-06,3000,LV,2014,House,2014-11-04,44,38
Rasmussen Reports/Pulse Opinion Research,2014-12-26,2014-12-30,3000,LV,2014,House,2014-11-04,46,35
Rasmussen Reports/Pulse Opinion Research,2014-12-17,2014-12-22,3500,LV,2014,House,2014-11-04,44,38
Rasmussen Reports/Pulse Opinion Research,2014-12-10,2014-12-16,3500,LV,2014,House,2014-11-04,46,38
Rasmussen Reports/Pulse Opinion Research,2014-12-03,2014-12-09,3500,LV,2014,House,2014-11-04,46,36
Georgetown University (Battleground),2014-12-02,2014-12-06,1000,LV,2014,House,2014-11-04,45,42
Rasmussen Reports/Pulse Opinion Research,2014-11-26,2014-12-02,3500,LV,2014,House,2014-11-04,47,36
Rasmussen Reports/Pulse Opinion Research,2014-11-19,2014-11-25,3500,LV,2014,House,2014-11-04,45,40
Rasmussen Reports/Pulse Opinion Research,2014-11-12,2014-11-18,3500,LV,2014,House,2014-11-04,45,40
Rasmussen Reports/Pulse Opinion Research,2014-11-05,2014-11-11,3500,LV,2014,House,2014-11-04,45,42
Georgetown University (Battleground),2012-11-04,2012-11-05,1000,LV,2012,House,2012-11-06,46,47
CNN/Opinion Research,2012-11-02,2012-11-04,693,LV,2012,House,2012-11-06,48,49
Gallup,2012-11-01,2012-11-04,2551,LV,2012,House,2012-11-06,49,48
Rasmussen Reports/Pulse Opinion Research,2012-10-29,2012-11-04,3500,LV,2012,House,2012-11-06,46,46
Georgetown University (Battleground),2012-10-29,2012-11-01,1000,LV,2012,House,2012-11-06,46,46
CBS News/NY Times,2012-10-25,2012-10-28,563,LV,2012,House,2012-11-06,48,46
Rasmussen Reports/Pulse Opinion Research,2012-10-22,2012-10-28,3500,LV,2012,House,2012-11-06,43,46
NPR,2012-10-23,2012-10-25,1000,LV,2012,House,2012-11-06,43,43
Georgetown University (Battleground),2012-10-22,2012-10-25,1000,LV,2012,House,2012-11-06,45,46
Rasmussen Reports/Pulse Opinion Research,2012-10-15,2012-10-21,3500,LV,2012,House,2012-11-06,43,44
Georgetown University (Battleground),2012-10-15,2012-10-18,1000,LV,2012,House,2012-11-06,46,46
Rasmussen Reports/Pulse Opinion Research,2012-10-08,2012-10-14,3500,LV,2012,House,2012-11-06,43,42
Georgetown University (Battleground),2012-10-07,2012-10-11,1000,LV,2012,House,2012-11-06,46,44
Rasmussen Reports/Pulse Opinion Research,2012-10-01,2012-10-07,3500,LV,2012,House,2012-11-06,44,43
Georgetown University (Battleground),2012-10-01,2012-10-04,1000,LV,2012,House,2012-11-06,46,45
NPR,2012-09-26,2012-09-30,800,LV,2012,House,2012-11-06,48,45
Rasmussen Reports/Pulse Opinion Research,2012-09-24,2012-09-30,3500,LV,2012,House,2012-11-06,41,45
USA Today/Gallup,2012-09-24,2012-09-27,1301,RV,2012,House,2012-11-06,47,46
Georgetown University (Battleground),2012-09-24,2012-09-27,1000,LV,2012,House,2012-11-06,46,44
Bloomberg,2012-09-21,2012-09-24,789,LV,2012,House,2012-11-06,43,45
Rasmussen Reports/Pulse Opinion Research,2012-09-17,2012-09-23,3500,LV,2012,House,2012-11-06,43,44
Georgetown University (Battleground),2012-09-16,2012-09-20,1000,LV,2012,House,2012-11-06,47,45
Rasmussen Reports/Pulse Opinion Research,2012-09-10,2012-09-16,3500,LV,2012,House,2012-11-06,43,44
Ipsos,2012-09-07,2012-09-10,942,RV,2012,House,2012-11-06,49,43
Rasmussen Reports/Pulse Opinion Research,2012-09-03,2012-09-09,3500,LV,2012,House,2012-11-06,44,42
Rasmussen Reports/Pulse Opinion Research,2012-08-27,2012-09-02,3500,LV,2012,House,2012-11-06,42,43
Rasmussen Reports/Pulse Opinion Research,2012-08-20,2012-08-26,3500,LV,2012,House,2012-11-06,42,42
USA Today/Gallup,2012-08-20,2012-08-22,955,RV,2012,House,2012-11-06,47,47
Rasmussen Reports/Pulse Opinion Research,2012-08-13,2012-08-19,3500,LV,2012,House,2012-11-06,41,42
Rasmussen Reports/Pulse Opinion Research,2012-08-06,2012-08-12,3500,LV,2012,House,2012-11-06,39,42
Georgetown University (Battleground),2012-08-05,2012-08-09,1000,LV,2012,House,2012-11-06,43,45
Ipsos,2012-08-02,2012-08-06,1014,RV,2012,House,2012-11-06,46,46
Rasmussen Reports/Pulse Opinion Research,2012-07-29,2012-08-05,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-07-23,2012-07-29,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-07-16,2012-07-22,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-07-09,2012-07-15,3500,LV,2012,House,2012-11-06,40,43
Ipsos,2012-07-05,2012-07-09,885,RV,2012,House,2012-11-06,44,48
Rasmussen Reports/Pulse Opinion Research,2012-07-02,2012-07-08,3500,LV,2012,House,2012-11-06,40,43
Quinnipiac University,2012-07-01,2012-07-08,2722,RV,2012,House,2012-11-06,43,40
Rasmussen Reports/Pulse Opinion Research,2012-06-25,2012-07-01,3500,LV,2012,House,2012-11-06,40,41
Newsweek/Daily Beast,2012-06-28,2012-06-28,600,LV,2012,House,2012-11-06,36,38
Rasmussen Reports/Pulse Opinion Research,2012-06-18,2012-06-24,3500,LV,2012,House,2012-11-06,39,44
Bloomberg,2012-06-15,2012-06-18,734,LV,2012,House,2012-11-06,48,41
Rasmussen Reports/Pulse Opinion Research,2012-06-11,2012-06-17,3500,LV,2012,House,2012-11-06,38,45
Pew Research Center,2012-06-07,2012-06-17,1563,RV,2012,House,2012-11-06,47,43
Ipsos,2012-06-07,2012-06-11,848,RV,2012,House,2012-11-06,47,44
Rasmussen Reports/Pulse Opinion Research,2012-06-04,2012-06-10,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-05-28,2012-06-03,3500,LV,2012,House,2012-11-06,37,44
CNN/Opinion Research,2012-05-29,2012-05-31,895,RV,2012,House,2012-11-06,48,45
Rasmussen Reports/Pulse Opinion Research,2012-05-21,2012-05-27,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-05-14,2012-05-20,3500,LV,2012,House,2012-11-06,39,43
USA Today/Gallup,2012-05-10,2012-05-13,1012,A,2012,House,2012-11-06,44,50
Rasmussen Reports/Pulse Opinion Research,2012-05-07,2012-05-12,3500,LV,2012,House,2012-11-06,38,45
Ipsos,2012-05-03,2012-05-07,959,RV,2012,House,2012-11-06,46,44
Rasmussen Reports/Pulse Opinion Research,2012-04-30,2012-05-06,3500,LV,2012,House,2012-11-06,41,44
Georgetown University (Battleground),2012-04-29,2012-05-03,1000,LV,2012,House,2012-11-06,43,45
Rasmussen Reports/Pulse Opinion Research,2012-04-23,2012-04-29,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-04-16,2012-04-22,3500,LV,2012,House,2012-11-06,40,43
Quinnipiac University,2012-04-11,2012-04-17,2577,RV,2012,House,2012-11-06,40,39
Ipsos,2012-04-12,2012-04-15,891,RV,2012,House,2012-11-06,42,41
Rasmussen Reports/Pulse Opinion Research,2012-04-09,2012-04-15,3500,LV,2012,House,2012-11-06,36,46
Rasmussen Reports/Pulse Opinion Research,2012-04-02,2012-04-08,3500,LV,2012,House,2012-11-06,40,45
Rasmussen Reports/Pulse Opinion Research,2012-03-26,2012-04-01,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-03-19,2012-03-25,3500,LV,2012,House,2012-11-06,38,43
Marist College,2012-03-20,2012-03-22,846,RV,2012,House,2012-11-06,43,47
Rasmussen Reports/Pulse Opinion Research,2012-03-12,2012-03-18,3500,LV,2012,House,2012-11-06,40,44
Bloomberg,2012-03-08,2012-03-11,746,LV,2012,House,2012-11-06,44,46
Ipsos,2012-03-08,2012-03-11,937,RV,2012,House,2012-11-06,47,43
Rasmussen Reports/Pulse Opinion Research,2012-03-05,2012-03-11,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-02-27,2012-03-04,3500,LV,2012,House,2012-11-06,41,44
Rasmussen Reports/Pulse Opinion Research,2012-02-20,2012-02-26,3500,LV,2012,House,2012-11-06,39,43
Georgetown University (Battleground),2012-02-19,2012-02-22,1000,LV,2012,House,2012-11-06,46,45
Quinnipiac University,2012-02-14,2012-02-20,2605,RV,2012,House,2012-11-06,38,40
USA Today/Gallup,2012-02-16,2012-02-19,898,RV,2012,House,2012-11-06,47,47
Rasmussen Reports/Pulse Opinion Research,2012-02-13,2012-02-19,3500,LV,2012,House,2012-11-06,41,42
Rasmussen Reports/Pulse Opinion Research,2012-02-06,2012-02-12,3500,LV,2012,House,2012-11-06,41,43
Ipsos,2012-02-02,2012-02-06,881,RV,2012,House,2012-11-06,46,44
Rasmussen Reports/Pulse Opinion Research,2012-01-30,2012-02-05,3500,LV,2012,House,2012-11-06,41,43
Rasmussen Reports/Pulse Opinion Research,2012-01-23,2012-01-29,3500,LV,2012,House,2012-11-06,41,40
Rasmussen Reports/Pulse Opinion Research,2012-01-16,2012-01-22,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-01-09,2012-01-15,3500,LV,2012,House,2012-11-06,38,44
Ipsos,2012-01-05,2012-01-09,896,RV,2012,House,2012-11-06,48,44
Rasmussen Reports/Pulse Opinion Research,2012-01-02,2012-01-08,4000,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-12-26,2012-12-30,3000,LV,2012,House,2012-11-06,38,43
Rasmussen Reports/Pulse Opinion Research,2012-12-19,2012-12-22,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-12-12,2012-12-18,3500,LV,2012,House,2012-11-06,40,43
Ipsos,2012-12-08,2012-12-12,921,RV,2012,House,2012-11-06,48,42
Rasmussen Reports/Pulse Opinion Research,2012-12-05,2012-12-11,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-11-28,2012-12-04,3500,LV,2012,House,2012-11-06,38,43
Rasmussen Reports/Pulse Opinion Research,2012-11-21,2012-11-27,2000,LV,2012,House,2012-11-06,38,43
Quinnipiac University,2012-11-14,2012-11-20,2552,RV,2012,House,2012-11-06,40,36
Rasmussen Reports/Pulse Opinion Research,2012-11-14,2012-11-20,3500,LV,2012,House,2012-11-06,40,41
Rasmussen Reports/Pulse Opinion Research,2012-11-07,2012-11-13,3500,LV,2012,House,2012-11-06,41,41
Georgetown University (Battleground),2012-11-06,2012-11-09,1000,LV,2012,House,2012-11-06,44,43
Rasmussen Reports/Pulse Opinion Research,2012-10-31,2012-11-06,3500,LV,2012,House,2012-11-06,37,44
Ipsos,2012-10-31,2012-11-03,937,RV,2012,House,2012-11-06,48,43
Quinnipiac University,2012-10-25,2012-10-31,2294,RV,2012,House,2012-11-06,42,34
Rasmussen Reports/Pulse Opinion Research,2012-10-24,2012-10-30,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-10-17,2012-10-23,3500,LV,2012,House,2012-11-06,36,44
Rasmussen Reports/Pulse Opinion Research,2012-10-10,2012-10-16,3500,LV,2012,House,2012-11-06,39,42
Ipsos,2012-10-06,2012-10-10,934,RV,2012,House,2012-11-06,48,40
Rasmussen Reports/Pulse Opinion Research,2012-10-03,2012-10-09,3500,LV,2012,House,2012-11-06,38,43
Quinnipiac University,2012-09-27,2012-10-03,2118,RV,2012,House,2012-11-06,39,39
Rasmussen Reports/Pulse Opinion Research,2012-09-26,2012-10-02,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-09-19,2012-09-25,3500,LV,2012,House,2012-11-06,40,42
Rasmussen Reports/Pulse Opinion Research,2012-09-12,2012-09-18,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-09-05,2012-09-11,3500,LV,2012,House,2012-11-06,38,43
Rasmussen Reports/Pulse Opinion Research,2012-08-29,2012-09-04,3500,LV,2012,House,2012-11-06,37,44
Georgetown University (Battleground),2012-08-28,2012-09-01,1000,LV,2012,House,2012-11-06,41,40
Rasmussen Reports/Pulse Opinion Research,2012-08-22,2012-08-28,3500,LV,2012,House,2012-11-06,36,45
Quinnipiac University,2012-08-16,2012-08-27,2730,RV,2012,House,2012-11-06,38,38
Pew Research Center,2012-08-17,2012-08-21,1205,RV,2012,House,2012-11-06,48,44
Rasmussen Reports/Pulse Opinion Research,2012-08-15,2012-08-21,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-08-08,2012-08-14,3500,LV,2012,House,2012-11-06,37,44
USA Today/Gallup,2012-08-04,2012-08-07,1204,RV,2012,House,2012-11-06,51,44
Rasmussen Reports/Pulse Opinion Research,2012-08-01,2012-08-07,3500,LV,2012,House,2012-11-06,39,41
Rasmussen Reports/Pulse Opinion Research,2012-07-25,2012-07-31,3500,LV,2012,House,2012-11-06,39,43
Rasmussen Reports/Pulse Opinion Research,2012-07-18,2012-07-24,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-07-11,2012-07-17,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-07-04,2012-07-10,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-06-27,2012-07-02,3500,LV,2012,House,2012-11-06,40,43
Rasmussen Reports/Pulse Opinion Research,2012-06-20,2012-06-26,3500,LV,2012,House,2012-11-06,37,44
Rasmussen Reports/Pulse Opinion Research,2012-06-13,2012-06-19,3500,LV,2012,House,2012-11-06,37,43
Rasmussen Reports/Pulse Opinion Research,2012-06-06,2012-06-12,4000,LV,2012,House,2012-11-06,38,43
Rasmussen Reports/Pulse Opinion Research,2012-05-30,2012-06-05,3500,LV,2012,House,2012-11-06,37,43
Rasmussen Reports/Pulse Opinion Research,2012-05-23,2012-05-29,3500,LV,2012,House,2012-11-06,37,43
Rasmussen Reports/Pulse Opinion Research,2012-05-16,2012-05-22,3500,LV,2012,House,2012-11-06,40,42
Rasmussen Reports/Pulse Opinion Research,2012-05-09,2012-05-15,3500,LV,2012,House,2012-11-06,37,44
Georgetown University (Battleground),2012-05-08,2012-05-12,1000,LV,2012,House,2012-11-06,42,42
Rasmussen Reports/Pulse Opinion Research,2012-05-02,2012-05-07,3500,LV,2012,House,2012-11-06,38,41
CNN/Opinion Research,2012-04-29,2012-05-01,964,RV,2012,House,2012-11-06,50,46
Rasmussen Reports/Pulse Opinion Research,2012-04-25,2012-05-01,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-04-18,2012-04-24,3500,LV,2012,House,2012-11-06,40,42
Rasmussen Reports/Pulse Opinion Research,2012-04-11,2012-04-17,3500,LV,2012,House,2012-11-06,39,42
Rasmussen Reports/Pulse Opinion Research,2012-04-04,2012-04-10,3500,LV,2012,House,2012-11-06,38,44
Rasmussen Reports/Pulse Opinion Research,2012-03-28,2012-04-03,3500,LV,2012,House,2012-11-06,39,44
Quinnipiac University,2012-03-22,2012-03-28,2069,RV,2012,House,2012-11-06,37,40
Rasmussen Reports/Pulse Opinion Research,2012-03-21,2012-03-27,3500,LV,2012,House,2012-11-06,39,43
Rasmussen Reports/Pulse Opinion Research,2012-03-14,2012-03-20,3500,LV,2012,House,2012-11-06,37,45
Rasmussen Reports/Pulse Opinion Research,2012-03-07,2012-03-13,3500,LV,2012,House,2012-11-06,37,46
Rasmussen Reports/Pulse Opinion Research,2012-02-28,2012-03-06,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-02-21,2012-02-27,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-02-14,2012-02-20,3500,LV,2012,House,2012-11-06,37,46
Rasmussen Reports/Pulse Opinion Research,2012-02-07,2012-02-13,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-01-31,2012-02-06,3500,LV,2012,House,2012-11-06,38,45
Rasmussen Reports/Pulse Opinion Research,2012-01-24,2012-01-30,3500,LV,2012,House,2012-11-06,38,45
Rasmussen Reports/Pulse Opinion Research,2012-01-17,2012-01-23,3500,LV,2012,House,2012-11-06,39,44
Rasmussen Reports/Pulse Opinion Research,2012-01-10,2012-01-16,3500,LV,2012,House,2012-11-06,38,46
Rasmussen Reports/Pulse Opinion Research,2012-01-03,2012-01-09,3500,LV,2012,House,2012-11-06,36,47
Rasmussen Reports/Pulse Opinion Research,2012-12-27,2012-01-02,3000,LV,2012,House,2012-11-06,35,45
Rasmussen Reports/Pulse Opinion Research,2012-12-20,2012-12-26,3500,LV,2012,House,2012-11-06,38,43
Rasmussen Reports/Pulse Opinion Research,2012-12-13,2012-12-19,3500,LV,2012,House,2012-11-06,38,45
Rasmussen Reports/Pulse Opinion Research,2012-12-06,2012-12-12,3500,LV,2012,House,2012-11-06,39,45
Rasmussen Reports/Pulse Opinion Research,2012-11-29,2012-12-05,3500,LV,2012,House,2012-11-06,40,45
Rasmussen Reports/Pulse Opinion Research,2012-11-22,2012-11-28,2500,LV,2012,House,2012-11-06,40,46
Rasmussen Reports/Pulse Opinion Research,2012-11-15,2012-11-21,3500,LV,2012,House,2012-11-06,39,44
Rasmussen Reports/Pulse Opinion Research,2012-11-08,2012-11-14,3500,LV,2012,House,2012-11-06,40,45
Rasmussen Reports/Pulse Opinion Research,2012-11-01,2012-11-07,3500,LV,2012,House,2012-11-06,39,49
Gallup,2010-10-28,2010-10-31,1539,LV,2010,House,2010-11-02,40,55
Ipsos,2010-10-28,2010-10-31,654,LV,2010,House,2010-11-02,44,50
Pew Research Center,2010-10-27,2010-10-30,1809,LV,2010,House,2010-11-02,42,48
Rasmussen Reports/Pulse Opinion Research,2010-10-25,2010-10-31,3500,LV,2010,House,2010-11-02,39,51
CNN/Opinion Research,2010-10-27,2010-10-30,542,LV,2010,House,2010-11-02,42,52
Fox News/Opinion Dynamics Corp.,2010-10-26,2010-10-28,764,LV,2010,House,2010-11-02,37,50
Washington Post/George Mason,2010-10-25,2010-10-28,786,LV,2010,House,2010-11-02,45,49
Bloomberg,2010-10-24,2010-10-26,1000,LV,2010,House,2010-11-02,44,47
Marist College,2010-10-22,2010-10-25,350,LV,2010,House,2010-11-02,43,49
Rasmussen Reports/Pulse Opinion Research,2010-10-18,2010-10-24,3500,LV,2010,House,2010-11-02,39,51
Gallup,2010-10-14,2010-10-24,1989,LV,2010,House,2010-11-02,43,52
Newsweek,2010-10-20,2010-10-21,773,LV,2010,House,2010-11-02,48,45
Georgetown University (Battleground),2010-10-17,2010-10-20,1000,LV,2010,House,2010-11-02,42,47
Pew Research Center,2010-10-13,2010-10-18,1354,LV,2010,House,2010-11-02,40,50
GfK Group,2010-10-13,2010-10-18,846,LV,2010,House,2010-11-02,43,50
Rasmussen Reports/Pulse Opinion Research,2010-10-11,2010-10-17,3500,LV,2010,House,2010-11-02,39,48
Fox News/Opinion Dynamics Corp.,2010-10-11,2010-10-13,687,LV,2010,House,2010-11-02,39,48
Gallup,2010-10-07,2010-10-17,1900,LV,2010,House,2010-11-02,42,53
Ipsos,2010-10-07,2010-10-11,720,LV,2010,House,2010-11-02,44,48
Bloomberg,2010-10-07,2010-10-10,721,LV,2010,House,2010-11-02,42,40
Rasmussen Reports/Pulse Opinion Research,2010-10-04,2010-10-10,3500,LV,2010,House,2010-11-02,39,47
Gallup,2010-09-30,2010-10-10,1953,LV,2010,House,2010-11-02,41,53
CNN/Opinion Research,2010-10-05,2010-10-07,504,LV,2010,House,2010-11-02,45,52
Washington Post/George Mason,2010-09-30,2010-10-03,669,LV,2010,House,2010-11-02,43,49
Rasmussen Reports/Pulse Opinion Research,2010-09-27,2010-10-03,3500,LV,2010,House,2010-11-02,42,45
